"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"5uM_24h"	"5uM_24h.1"	"5uM_24h.2"	"5uM_24h.3"	"5uM_24h.4"	"5uM_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"	"Veh_48h"	"Veh_48h.1"	"Veh_48h.2"	"Veh_48h.3"	"Veh_48h.4"	"Veh_48h.5"	"5uM_48h"	"5uM_48h.1"	"5uM_48h.2"	"5uM_48h.3"	"5uM_48h.4"	"5uM_48h.5"	"10uM_48h"	"10uM_48h.1"	"10uM_48h.2"	"10uM_48h.3"	"10uM_48h.4"	"10uM_48h.5"	"Veh_72h"	"Veh_72h.1"	"Veh_72h.2"	"Veh_72h.3"	"Veh_72h.4"	"Veh_72h.5"
"dimethylarginine (SDMA + ADMA)"	NA	NA	NA	NA	NA	NA	198083	NA	345853	267845	211017	267750	NA	NA	222156	NA	322781	NA	NA	NA	NA	NA	NA	NA	203115	NA	203928	224818	144968	131264	507201	520463	622148	NA	605241	753552	277945	386926	327251	NA	537550	521934	NA	355761	NA	NA	164367	67169	146668	NA	NA	NA	135578	157698	694082	628528	1261551	1003394	1174901	960947
"dimethylglycine"	NA	NA	NA	NA	212949	NA	NA	491711	NA	505382	241661	412244	606965	NA	1279970	354276	NA	NA	NA	NA	NA	165135	NA	NA	355102	NA	NA	NA	NA	NA	NA	NA	583735	420193	NA	NA	NA	558966	NA	254866	595785	314879	324830	NA	NA	524981	NA	414105	427995	NA	NA	394494	NA	NA	NA	NA	543482	NA	NA	616386
"docosahexaenoate (DHA; 22:6n3)"	498387	754346	878054	596141	705141	731610	816618	1191726	1060504	774367	800604	607267	1057501	621602	1148425	1667357	1111380	1342023	936036	1161892	1053802	777323	912468	983647	848592	1133975	1132183	989040	1014636	1142524	585799	644336	683771	255959	797241	694064	615057	713266	795639	420653	798259	875931	735136	731037	787053	676721	702660	987710	1167120	852722	807901	656054	712198	681240	747347	640925	717595	645543	852296	887780
"docosapentaenoate (n3 DPA; 22:5n3)"	NA	273399	447379	NA	208741	430213	378713	433115	474082	541669	419406	539849	533334	NA	353047	708780	406155	525125	NA	857322	341605	337766	342687	NA	362718	499577	500039	376773	346124	673896	NA	328379	NA	NA	340171	765456	NA	NA	582311	228574	196005	494174	NA	456925	NA	NA	309453	865444	NA	292575	NA	NA	NA	393995	223296	319898	221637	449151	385126	648649
"eicosapentaenoate (EPA; 20:5n3)"	702575	884209	1359431	1339005	852690	923398	1063095	1521964	1073728	845295	1045048	816754	1363766	983878	1054193	1348666	1292694	1460916	1277419	1527861	1420681	1068606	1260861	1116108	1512285	1678881	1695491	1611454	1038879	1297719	745819	821217	814484	303236	736660	743863	679847	989386	841278	489153	724258	823578	955214	1123006	965197	843608	883691	1136594	943260	1049369	946307	758837	1121681	869763	927515	775007	817181	767713	1010750	682805
"ergothioneine"	17327	55847	70435	18684	22606	NA	162439	430870	168805	325250	134695	369144	34546	115991	376193	105656	401742	154261	75859	80671	53571	69869	48082	43964	84107	46018	91256	NA	77403	104536	261419	607975	1136457	65207	480131	537500	431121	665033	329018	244555	466561	631479	70407	81225	85666	151869	74041	78913	NA	54677	NA	NA	52422	NA	688385	399846	1248232	1088374	807706	2070346
"erythritol"	458568	376166	355945	364081	406899	348005	564123	673030	569983	547735	458399	483611	354797	431623	511894	503197	585449	522574	484840	703481	480583	409731	523633	523847	521022	541626	432034	453009	451155	534703	709112	777427	940390	232196	782401	929894	682065	669275	923426	434087	912085	902577	622915	560286	626968	623986	632546	682742	556175	483506	540244	521213	390087	436948	841099	802581	931929	940743	1386153	1217298
"erythronate*"	112735928	86535304	85036768	105530000	84399552	84842344	128342096	116548896	120067696	143976800	113821392	116332712	82398600	92424184	122297280	116731160	147025936	131685872	128209032	153540992	119857064	107471184	116515032	121829664	139846800	151916064	145681472	134644720	144475408	138509584	171391728	167361456	177983184	38711668	162609968	192803936	123484464	128132032	182591968	81408768	179839968	179785904	147716432	120502424	127170056	131629584	130218160	120900104	126670488	120693920	129767704	118961024	99074568	99414800	192457520	176658192	213086192	264206096	264518512	228986192
"ethylmalonate"	NA	NA	NA	NA	NA	NA	628779	609136	423731	526430	513574	568869	273070	316965	490372	654129	569416	614228	285698	345806	411201	NA	257007	294316	313646	384968	302550	356975	274031	312105	1171485	895443	1088831	230620	802627	1046661	854744	645462	933055	434427	893495	929500	406296	317201	291333	441436	NA	347922	303991	294618	NA	NA	260341	NA	988430	955067	1377624	1759157	2759030	1713620
"flavin adenine dinucleotide (FAD)"	64792	72058	51758	68377	54709	58528	119006	121056	106220	120672	105109	108538	85529	74663	122739	109535	119960	118918	98606	106774	102485	74175	81101	84171	92036	97840	87433	85923	102552	84303	166848	173415	162298	29050	177737	184770	126815	117226	172961	93770	165957	153877	114962	104491	118092	111818	110323	102459	93987	90599	77755	78714	62620	62862	189708	175825	218889	249185	291906	230448
"fructose"	9910165	2999496	7625561	8890857	7202861	7072538	10223825	8569128	12896399	13711841	4582621	3855646	9252116	8449425	11516032	11316234	14998565	12124063	11225990	12714799	6836680	5858170	7610449	6956940	10696497	11052081	10125498	8962034	10156076	8810884	16387988	15558754	22884096	6031020	23315736	28034698	17898368	16433381	17352024	7899059	26891968	25712496	17427444	14101600	18443784	16913584	18301040	15742501	11580085	10881448	12318172	11045289	10182502	9068264	20323240	16435169	22035630	25980612	29299956	23253580
"fumarate"	7787531	5083886	5860824	6980429	5548386	5594590	10740692	11634122	11710558	12459848	10216898	10247252	7198101	8177849	11298435	11686232	15535626	12875776	8263047	11408284	8340730	7809099	8595857	8636861	8353721	8757824	8330724	8095816	9639307	9159249	20169208	21368120	20097644	5109485	19675184	21716894	14960268	15989540	15271331	9926685	20801672	20727310	12195456	10705501	9059730	10374113	10019025	9703388	9178372	7886109	7151161	6818001	6715417	6099735	21966884	21454968	22527320	28138428	33532344	26825068
"galactonate"	700491	NA	347625	574775	NA	NA	664581	527569	420157	704040	306744	609497	241583	NA	NA	502561	795371	678261	670841	NA	NA	NA	781481	533728	432587	NA	NA	547263	NA	NA	1052524	1122906	869107	NA	1110031	1142441	534137	425419	934417	NA	404285	532846	624159	386081	NA	354760	379709	NA	NA	NA	NA	244510	NA	NA	1696662	932713	1337122	2223459	2244324	1475578
"gamma-aminobutyrate (GABA)"	26583936	44272928	46144352	28008806	31304590	35179096	78735248	84243184	46433016	82245760	58471408	86052048	39596428	65092120	82849472	51844952	89595304	47617464	68004168	51031504	54729212	48032472	34777816	45187896	72796032	30080454	66561984	47417792	56612076	71054096	65821412	61217136	99383240	28729802	51519716	92904256	67778664	97017808	54156048	57601172	56715524	74124464	72146200	62119812	49170448	66058956	51389892	60457436	64085700	63189228	36462652	38357068	49327800	59503704	104738912	49102960	104836816	73676104	57919112	110576800
"gamma-carboxyglutamate"	82579	193030	193506	88445	124761	118897	293873	370677	142200	350577	235854	363100	104142	196186	312131	NA	365543	154242	217673	171164	199309	159928	124632	139878	312108	118794	225247	112238	188346	291592	202752	177403	419319	22942	200664	242890	253377	335909	181406	137215	233823	296611	271324	218339	221830	294959	164144	139469	241560	199695	107011	116233	224102	167719	321616	148897	499663	267988	230008	490920
"gamma-glutamyl-epsilon-lysine"	59158	122815	114418	68087	72265	92265	164440	203734	105573	203973	116703	200574	67863	97267	209270	88611	252279	134558	134079	129258	95468	97017	91209	110111	213877	98965	184783	91205	158234	271161	127118	128209	295603	NA	120548	175149	177079	214225	140878	68057	130968	134396	409731	335195	163763	320689	259065	236177	377269	287388	200704	222394	293302	261626	306746	124758	347579	195492	272320	349574
"gamma-glutamylcysteine"	42544	132037	119496	40307	82741	58966	143377	127006	NA	140499	70829	138457	42776	99222	191378	77508	257991	47513	172324	85856	55604	65642	27965	70526	222027	98362	129671	45694	123437	170369	110050	44219	201765	NA	NA	158782	93555	138449	96884	NA	115295	133181	163720	45282	68626	127052	108528	NA	97437	74115	47503	NA	NA	43862	208031	NA	300604	154385	208736	231451
"gamma-glutamylglutamate"	161546	318975	328564	152065	239854	240293	438483	506056	199248	541259	418349	510590	230416	188971	513262	177016	591119	295638	387014	249453	339537	273060	228864	258549	647699	305897	428571	245543	349941	537181	355061	375882	954879	70658	412458	454721	436878	595369	366115	211697	616006	537956	819546	784138	494618	744920	483472	389343	1051557	861711	456721	423488	810157	635216	764030	366307	1523618	720681	868903	1286500
"gamma-glutamylglutamine"	15266	23219	48939	22175	32291	28907	40475	43265	56759	85805	32736	69306	18105	NA	NA	NA	92429	49920	42913	40339	34095	NA	16504	27538	82140	25882	53713	18241	30720	50741	44455	43876	185093	NA	118678	79261	66260	58200	62302	27880	99523	80047	149727	NA	83877	114513	122824	61615	160896	115507	75415	54707	97759	77973	90933	25257	227656	117932	227221	297145
"gamma-glutamylisoleucine*"	NA	172196	157782	74985	104788	95932	111102	293025	88785	238917	126775	264182	55050	144588	291257	152048	268154	112613	193872	129837	106835	88351	95147	106179	289913	125482	169397	130950	193537	288452	136343	158564	288174	35356	177164	NA	170111	251230	139227	69195	149233	161171	341186	201807	115186	252858	194849	117976	264383	227892	135079	132009	238740	176573	325728	131348	492763	201091	298356	434899
"gamma-glutamylleucine"	NA	33753	47252	42026	38166	NA	NA	98341	43415	86523	48877	82838	NA	NA	67905	32006	94003	NA	51554	41009	50719	55394	52762	NA	93668	44969	66516	36927	68441	114900	102473	80950	112889	NA	72759	NA	70545	78168	80318	17368	81625	73982	118906	77302	57377	78556	NA	NA	71713	67975	35045	38072	60733	39295	128134	102439	197958	140856	173470	194451
"gamma-glutamylthreonine*"	73813	165891	104137	77392	110896	124564	163833	175600	63811	173146	157672	175124	63709	89047	196300	87968	221436	116294	111653	97951	123387	103771	75968	97189	218006	123031	168075	103564	109673	179645	98480	99043	248994	NA	114341	127784	132840	179205	132910	66477	173035	202717	185136	130066	164705	173320	115323	90696	127313	112449	86088	74487	144357	143440	220006	124108	396816	151915	231606	291065
"gamma-glutamylvaline"	NA	115714	104848	42356	NA	53898	143071	195560	115929	163550	86675	192126	52945	73653	189084	69290	211276	86200	126705	NA	122396	59241	85549	89478	163467	NA	119549	98016	139494	199861	117476	121849	233322	26375	112723	144668	142619	172146	96758	58300	87728	86109	206912	154919	113788	178531	99268	82134	237534	NA	93085	104218	136216	97906	190466	70115	326373	209697	132682	301910
"gluconate"	1961433	678067	719452	1261021	787481	NA	2125948	1729729	1323216	2287129	1558381	1283817	1791203	1643569	952376	2088000	2400579	1963370	1679014	1496739	NA	1066887	1387562	924712	1245871	950121	1155486	1448023	702409	NA	1606648	1335160	1205543	NA	1854397	1394270	1258335	502487	1290837	763132	1413338	NA	1060963	646289	NA	829544	736728	NA	222907	NA	NA	391478	330231	NA	1952657	1316843	1327332	2658003	1924474	1450115
"glucose"	17689128	4406807	33569200	36315084	31813128	25010276	14281420	7060326	38262384	31894576	6052147	5283379	15100937	10736438	27461664	19040500	35669016	26517032	26457348	27076200	9154283	5941857	6928778	5192460	25257168	21706840	23689608	18169736	17175432	12561850	10039971	6684930	20117518	3863506	35120984	30432460	16249476	13062534	8287229	3364364	47814984	35620896	16612069	12266995	30563236	26171480	45364896	30254678	17078744	11096001	32008590	24729972	17742526	15341711	13793776	9502922	14952396	14894769	33776580	22738482
"glucuronate"	402490	399294	204775	321083	226202	152282	483838	567883	470874	651189	513788	482450	341017	292292	548746	576720	651077	778536	321058	443003	NA	494670	448392	302142	NA	407899	352239	437397	407638	364144	881328	1109489	737094	233979	785973	873322	716226	562004	791949	507705	717205	773500	289360	274408	302119	381476	348402	238800	246936	258502	209364	189020	168839	146676	1122125	918855	978561	1625144	997881	1231628
"glutamate"	834544704	1009481728	904216640	779522688	772319552	792547328	1419421184	1445676032	1197944448	1387409792	1174032640	1406177280	767304896	893823168	1305541120	1113698560	1461271168	1188615552	1117991552	1007494592	892251776	831635264	904065664	878332736	1161864704	1017828480	1073427392	855578368	967230400	1049550720	1700480896	1707019776	2013482624	410962464	1856109184	1924794368	1502617856	1597973376	1631802752	916743104	1605032320	1674265856	1350924032	1330024448	1146479360	1243986176	1083289472	1031873984	1141994112	1078370560	913570240	744116288	859679168	850350080	2196242944	1796461312	2521586432	2040927104	2523026688	2498668032
"glutamate, gamma-methyl ester"	2685087	4417024	2895138	2413618	2679476	2290489	9488348	11457265	10496011	12207549	7390321	16091357	NA	3766764	15993947	5944968	23955676	16385014	4835501	4845325	NA	3530477	4495367	3945960	9381664	4640538	5809087	2836245	4102315	4242510	29596074	33831792	49963360	7696467	39742720	41404884	26266920	18177472	34682356	19936034	26518204	35359128	23311656	18422020	15828484	21468236	16364227	14061632	14489568	13677150	9188089	7464530	10820538	7870894	44072528	19261992	65530884	62281152	85840760	114997280
"glutamine"	56339784	39553244	83134312	61396120	73842752	79716704	49834816	40662824	114979928	117292960	61737400	64872032	49838144	65252156	100247384	59269232	107716472	80617424	70932792	47729024	51045584	43879352	53484116	40278140	73084616	56072572	74066856	43056976	46813700	64646236	26135608	18025406	91102320	14593372	113683720	68710384	43197352	53970308	52596480	20480666	76522048	70817504	57435244	51564320	66622540	63200312	61321420	48108028	67858536	54722116	68717128	42779116	58985032	55204996	45983584	56407528	88374616	53603156	119669824	84649056
"glutarate (pentanedioate)"	698448	553018	565235	506078	NA	484885	672638	627829	628403	679969	478137	565661	417112	474493	559869	460874	733360	637171	672457	675843	682148	535409	528481	571061	504798	604773	727300	560306	606989	713673	1862314	1311667	1590895	443978	1482500	1372858	1039249	1182673	2029324	630323	3471513	1903783	3617152	1578696	1294994	959342	1595252	1060022	1282151	895306	1078648	801526	870609	796469	1260149	989331	1153632	1118350	3223735	1193397
"glutathione, oxidized (GSSG)"	6999137	10067144	10089506	7696899	6748090	7774022	14525779	25325108	14225812	18126140	8865077	15900659	8356574	11760506	15104953	9436072	16848898	11075089	13330180	10594790	10388946	7566400	8335276	9286074	17370232	8361735	15212939	7893058	8823934	15386291	9415887	10040924	16306597	4214622	9438023	9582472	14169571	12270594	9407030	9568110	10795278	9951821	14198725	12290854	8381857	14074100	7491562	9325180	12841760	9590675	7679293	6331205	10782046	10055157	12431197	12125459	19986526	11177922	11116671	17408444
"glutathione, reduced (GSH)"	29568116	27933848	22781512	21077346	24623708	23672504	67031040	62094600	58534352	68342672	65992968	67167224	48875280	46590248	69953184	63703060	70543792	68699992	43855056	44653092	39739044	38612376	35035056	34604024	36855208	38160232	31821004	35314104	37158088	32467756	91287560	88666032	94467248	16012162	93355184	97722424	63033132	74205968	92972816	36919300	83148368	99774816	43317980	35291596	45468828	39629972	40414108	31661086	30224194	26167130	23874462	23466716	17545842	16225534	99180784	88780352	115861784	116192712	129033848	121307104
"glycerate"	715670	575822	474547	576024	650646	443979	954437	777307	782601	1072448	489412	688295	709768	1175909	1719405	1570309	3387779	2326620	683391	889015	777177	538977	635498	775853	1599082	621612	816036	351735	701570	439851	2211920	2458459	3943730	377591	2623410	4511077	1498514	425165	4667200	357210	2968148	3974986	958120	689783	693561	541967	711271	513614	436648	435497	853107	668023	529712	599704	2683395	535507	2945521	5282173	11317106	3243810
"glycerol"	NA	340973	349186	NA	NA	154331	334771	410255	457376	381968	223483	417018	569351	374496	NA	NA	NA	371638	NA	NA	NA	NA	NA	NA	323671	294724	NA	NA	NA	278257	408091	559119	510702	NA	436403	339354	422047	392918	571502	NA	NA	354536	318152	445518	NA	425669	NA	NA	412996	369025	453211	NA	311101	427329	450857	460327	703703	708617	612653	626261
"glycerol 3-phosphate"	397943	503517	863808	421993	382199	653814	248478	933518	938865	420292	236737	801815	108582	248018	982475	347430	725112	1135793	403287	581587	725475	318675	491358	894695	518203	783515	1660574	801749	1311616	1218676	772931	951184	1291288	96787	789630	1849728	450088	746625	1581182	287639	604891	2013557	590156	504783	1326932	406292	1066847	1080747	316070	600347	1622640	389753	1026792	965753	731710	826730	2421740	1234260	2612665	2331127
"glycerophosphoethanolamine"	4750416	3844937	3816411	4615950	3636527	3863074	8280322	8335515	8194792	8838792	8051375	8077326	6245493	6652072	7929440	8351083	9866821	8812631	4513070	5841205	4561583	4220733	4338539	4269122	3992640	4549839	4066111	3775851	4527242	4058141	11274741	10845454	11143018	2287268	11188491	13007488	7830857	7791169	11133526	5357466	12462734	12402851	4620873	3993626	4442251	4001824	4329319	4003687	3196062	2997500	3139482	2589994	2594641	2449318	13296376	11862480	17366008	21153184	23389696	19852144
"glycerophosphoglycerol"	1967141	1417759	1186543	1584636	1174178	1134430	3024388	2682648	2428238	2944998	2372476	2360576	1691678	1840103	2506990	2756619	3151569	2821016	1983660	2423315	1559855	1524697	1787823	1727421	1971427	2285735	1735382	1678320	1891737	1712429	6532614	6152045	5489837	1331666	6002519	6712308	3623566	3516421	6105198	2897087	6263630	6427974	2951121	2431037	2358638	2409169	2332424	2199143	2135217	1857838	1679806	1699565	1364320	1349235	8315459	7538996	9879714	12857241	13677123	11311332
"glycerophosphoinositol*"	442333	1335554	1516618	320898	464808	1406206	303061	2161824	2090321	441696	345932	2048479	157598	357712	2354079	338320	944697	2461459	321712	529946	1761947	290101	475643	1702850	273290	538065	1722572	502071	1894362	1780756	840363	1598010	4145441	447222	1588643	5845189	451669	1475265	5575778	562909	1093453	6525331	621761	560925	2222129	329751	1451065	2287918	190832	500411	1555725	180306	1374165	1253101	1089923	1755121	10466394	2554303	13247412	12065543
